university,program,name,credits,mode
Leiden University,Computer Science: Advanced Computing and Systems,Foundations of Software Testing,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Image Analysis with Applications in Microscopy,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Information Retrieval,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Information Theoretic Data Mining,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Modern Game AI Algorithms,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Multicriteria Optimization and Decision Analysis,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Proof Formalisation,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Recommender Systems,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Reinforcement Learning,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Robotics,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Seminar Advances in Deep Learning,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Software Verification,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Sports Data Science,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Master Class,0.0,
Leiden University,Computer Science: Advanced Computing and Systems,Master's Thesis Research Project (CS),6.0,
Leiden University,Computer Science: Data Science,Core component Data Science,6.0,
Leiden University,Computer Science: Data Science,Advances in Data Mining,6.0,
Leiden University,Computer Science: Data Science,Introduction to Deep Learning,6.0,
Leiden University,Computer Science: Data Science,Social Network Analysis for Computer Scientists,6.0,
Leiden University,Computer Science: Data Science,Text Mining,6.0,
Leiden University,Computer Science: Data Science,Information Retrieval,6.0,
Leiden University,Computer Science: Data Science,Reinforcement Learning,6.0,
Leiden University,Computer Science: Data Science,Advanced Data Management for Data Analysis,6.0,
Leiden University,Computer Science: Data Science,Audio Processing and Indexing,6.0,
Leiden University,Computer Science: Data Science,Automated Machine Learning,6.0,
Leiden University,Computer Science: Data Science,Bayesian Optimization,6.0,
Leiden University,Computer Science: Data Science,Biological and Biomedical Informatics,6.0,
Leiden University,Computer Science: Data Science,Complex Networks (BM),6.0,
Leiden University,Computer Science: Data Science,Computational Creativity,6.0,
Leiden University,Computer Science: Data Science,Computational Models and Semantics,6.0,
Leiden University,Computer Science: Data Science,Evolutionary Algorithms,6.0,
Leiden University,Computer Science: Data Science,Multimedia Systems,6.0,
Leiden University,Computer Science: Data Science,Quantum Algorithms,6.0,
Leiden University,Computer Science: Data Science,Seminar Advanced Deep Reinforcement Learning,6.0,
Leiden University,Computer Science: Data Science,Seminar Trustworthy Artificial Intelligence,6.0,
Leiden University,Computer Science: Data Science,Software Development and Product Management,6.0,
Leiden University,Computer Science: Data Science,System and Software Security,6.0,
Leiden University,Computer Science: Data Science,Urban Computing,6.0,
Leiden University,Computer Science: Data Science,Video Games for Research,6.0,
Leiden University,Computer Science: Data Science,Applied Quantum Algorithms,6.0,
Leiden University,Computer Science: Data Science,Bio-Modeling,6.0,
Leiden University,Computer Science: Data Science,Causal Inference for Computer Scientists,6.0,
Leiden University,Computer Science: Data Science,Cloud Computing,6.0,
Leiden University,Computer Science: Data Science,Computational Imaging and Tomography,6.0,
Leiden University,Computer Science: Data Science,Cryptographic Engineering,6.0,
Leiden University,Computer Science: Data Science,Distributed Systems,6.0,
Leiden University,Computer Science: Data Science,Embedded Systems and Software,6.0,
Leiden University,Computer Science: Data Science,Foundations of Software Testing,6.0,
Leiden University,Computer Science: Data Science,High Performance Computing,6.0,
Leiden University,Computer Science: Data Science,Image Analysis with Applications in Microscopy,6.0,
Leiden University,Computer Science: Data Science,Information Theoretic Data Mining,6.0,
Leiden University,Computer Science: Data Science,Modern Game AI Algorithms,6.0,
Leiden University,Computer Science: Data Science,Multicriteria Optimization and Decision Analysis,6.0,
Leiden University,Computer Science: Data Science,Proof Formalisation,6.0,
Leiden University,Computer Science: Data Science,Recommender Systems,6.0,
Leiden University,Computer Science: Data Science,Robotics,6.0,
Leiden University,Computer Science: Data Science,Seminar Advances in Deep Learning,6.0,
Leiden University,Computer Science: Data Science,Software Verification,6.0,
Leiden University,Computer Science: Data Science,Sports Data Science,6.0,
Leiden University,Computer Science: Data Science,Causal Inference I,3.0,
Leiden University,Computer Science: Data Science,Computational Statistics,3.0,
Leiden University,Computer Science: Data Science,Data Science in Practice,6.0,
Leiden University,Computer Science: Data Science,Data Visualization,6.0,
Leiden University,Computer Science: Data Science,Exploratory Data Analysis,6.0,
Leiden University,Computer Science: Data Science,Linear and Generalized Linear Models,6.0,
Leiden University,Computer Science: Data Science,Statistical Learning,6.0,
Leiden University,Computer Science: Data Science,Master Class,0.0,
Leiden University,Computer Science: Data Science,Master's Thesis Research Project (CS),6.0,
Rice University,Master of Data Science,COMP 614: Computer Programming for Data Science,3.0,
Rice University,Master of Data Science,COMP 642: Machine Learning,3.0,
Rice University,Master of Data Science,COMP 643: Big Data,3.0,
Rice University,Master of Data Science,COMP 665: Data Visualization,3.0,
Rice University,Master of Data Science,COMP 680: Statistics for Computing and Data Science,3.0,
Rice University,Master of Data Science,DSCI 535: APPLIED MACHINE LEARNING AND DATA SCIENCE PROJECTS,4.0,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:643 Information Security,3.0,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:603 Business Data Management,3.0,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:641 Analytics for Business Intelligence,3.0,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:650 Data Mining,3.0,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:613 Introduction to Data Structures and Algorithms,3.0,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,26:711:651 Linear Programming,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,26:711:652 Nonlinear Programming,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,26:711:653 Discrete Optimization,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,26:960:575 Introduction to Probability,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,26:960:580 Stochastic Processes,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,26:198:642 Multimedia Information Systems,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:605 Introduction to Software Development,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:645 Big Data and Cloud Computing,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:198:646 Data Analysis and Visualization,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:631 Algorithmic Machine Learning,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:635 Artificial Intelligence Methods with Neural Networks and Deep Learning,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:634 Optimization Methods for Machine Learning,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:637 Reinforcement Learning,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:6XX Artificial Intelligence and Data Privacy,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:640 Fundamentals of Blockchain and Distributed Ledgers,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:608 Business Forecasting,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:636 Simulation Modeling,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:638 MITA Internship,0.0,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:646 Data Analysis & Visualization,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:647 Graph Methods and Network Analysis,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:650 Optimization Modeling for Business Analytics,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:653 Game Theoretic Methods for Strategic Decision Making,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:660 Business Analytics Programming,,
Rutgers  The State University of New Jersey - New Brunswick,Master of Information Technology and Analytics,22:544:670 Information Technology Strategy,,
